stop_sequence,from_id,to_id,scheduled_time,status,line,type,day,part_of_the_day,delay
19.0,97,61,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
15.0,125,32905,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
12.0,38417,128,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
7.0,50,14,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
15.0,23,106,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
13.0,77,27,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
5.0,146,43,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,1
5.0,43599,46,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
16.0,91,34,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
3.0,117,45,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,144,144,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
5.0,37953,109,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
7.0,152,14,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
5.0,23,112,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
10.0,21,36,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
20.0,61,112,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
3.0,32905,125,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
3.0,38187,106,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
4.0,66,75,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
13.0,41,37953,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
18.0,38174,63,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
23.0,45,117,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
14.0,85,130,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
2.0,125,124,13,estimated,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
3.0,73,130,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
13.0,128,3,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
6.0,112,61,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
6.0,46,121,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
8.0,14,152,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
6.0,109,41,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
4.0,107,37953,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
21.0,112,23,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
8.0,14,50,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
2.0,144,78,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
2.0,35,34,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
10.0,122,13,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,1
6.0,43,5,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
5.0,75,33,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
7.0,61,97,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
3.0,38187,107,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
13.0,107,38187,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
1.0,148,148,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
8.0,83,127,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
9.0,152,153,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
15.0,130,73,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
4.0,45,18,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,13,13,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
22.0,23,37,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
14.0,3,151,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
7.0,5,110,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
9.0,50,19,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
3.0,78,38417,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
11.0,36,120,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
1.0,124,124,13,departed,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
14.0,27,145,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
4.0,106,23,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
6.0,33,115,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
8.0,97,140,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
15.0,138,129,13,estimated,Raritan Valley,NJ Transit,Thursday,afternoon,0
14.0,37953,107,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,1
7.0,121,25,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
15.0,160,38174,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
4.0,130,85,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
15.0,38187,105,13,estimated,Raritan Valley,NJ Transit,Thursday,afternoon,0
5.0,55,9,13,departed,Atl. City Line,NJ Transit,Thursday,afternoon,0
24.0,117,49,13,estimated,Gladstone Branch,NJ Transit,Thursday,afternoon,0
10.0,153,150,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
7.0,41,70,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
10.0,19,154,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
5.0,37953,41,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
12.0,38174,63,13,estimated,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
9.0,127,70,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
15.0,151,64,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
4.0,38417,128,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
12.0,120,102,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
16.0,32905,148,13,estimated,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
5.0,18,12,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
9.0,140,81,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
3.0,38174,131,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
23.0,37,106,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
5.0,23,112,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
11.0,150,95,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
13.0,32906,125,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
7.0,115,29,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
2.0,105,38187,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
16.0,106,38187,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
2.0,13,122,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
3.0,34,91,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
15.0,145,136,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
8.0,110,132,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
17.0,34,35,13,estimated,Morristown Line,NJ Transit,Thursday,afternoon,0
8.0,25,126,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
2.0,148,32905,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
16.0,64,131,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
8.0,70,127,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
2.0,124,125,13,estimated,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
5.0,128,3,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
13.0,102,44,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
6.0,12,76,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
12.0,95,89,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
4.0,107,38105,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
10.0,81,87,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
6.0,41,70,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
16.0,136,87,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
9.0,132,111,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
5.0,85,59,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
4.0,91,92,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
10.0,70,41,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
11.0,154,106,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
7.0,76,88,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
9.0,126,51,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
6.0,112,140,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
15.0,107,38187,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,1
3.0,122,79,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
17.0,131,52,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
4.0,125,103,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
5.0,38105,31,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
11.0,87,136,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
6.0,3,151,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
6.0,9,71,13,departed,Atl. City Line,NJ Transit,Thursday,afternoon,0
17.0,87,81,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
10.0,111,42,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
14.0,44,155,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
14.0,125,32905,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
8.0,29,116,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
9.0,127,83,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
3.0,32905,125,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
7.0,140,81,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
8.0,88,143,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
5.0,92,30,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
7.0,70,127,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
10.0,51,131,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
6.0,59,37169,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
14.0,38187,105,13,estimated,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
3.0,38187,107,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
16.0,73,74,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,0
4.0,131,128,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
11.0,41,37953,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
18.0,52,58,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
16.0,38174,63,13,estimated,Pascack Valley,NJ Transit,Thursday,afternoon,0
7.0,151,64,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
4.0,79,141,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
15.0,155,47,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
5.0,103,38,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
11.0,42,156,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
9.0,116,58,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
12.0,136,145,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
18.0,81,140,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
1.0,125,125,13,departed,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
13.0,89,38081,13,estimated,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
6.0,31,32,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
9.0,143,48,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
6.0,30,77,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
8.0,64,131,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
11.0,131,64,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
10.0,83,84,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
5.0,128,38417,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
8.0,81,87,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
19.0,58,116,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
19.0,140,97,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
17.0,38187,105,13,estimated,Morristown Line,NJ Transit,Thursday,afternoon,0
5.0,141,15,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
12.0,156,62,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
10.0,48,17,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
16.0,47,32,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
12.0,37953,107,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
20.0,97,61,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
4.0,107,37953,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
7.0,32,155,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
10.0,58,52,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
12.0,64,151,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
8.0,127,158,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
9.0,87,136,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
6.0,38,84,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
12.0,106,38187,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,1
13.0,145,104,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
9.0,131,51,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
2.0,125,124,13,estimated,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
7.0,71,28,13,departed,Atl. City Line,NJ Transit,Thursday,afternoon,1
13.0,62,159,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
7.0,77,27,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
11.0,84,38,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
6.0,38417,144,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
6.0,15,22,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
24.0,106,63,13,estimated,Gladstone Branch,NJ Transit,Thursday,afternoon,0
14.0,159,114,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
15.0,32905,148,13,estimated,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
7.0,37169,139,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
21.0,61,112,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
17.0,32,31,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
16.0,38187,105,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,1
5.0,37953,41,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
14.0,104,99,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
11.0,17,99,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
11.0,52,131,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
22.0,112,23,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
20.0,116,29,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
10.0,51,126,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
7.0,84,83,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
7.0,22,8,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
8.0,155,44,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
10.0,136,145,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
13.0,151,3,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
15.0,114,90,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
12.0,38,103,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
9.0,158,119,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
4.0,125,103,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
8.0,139,119,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
8.0,27,145,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
11.0,126,25,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
8.0,28,43298,13,departed,Atl. City Line,NJ Transit,Thursday,afternoon,1
9.0,44,102,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
12.0,131,64,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
13.0,107,38187,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
21.0,29,115,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
23.0,23,37,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
15.0,99,17,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
8.0,8,4,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
18.0,31,38105,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
1.0,142,142,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
14.0,3,128,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
16.0,90,118,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
2.0,105,38187,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
12.0,99,104,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
6.0,41,70,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
7.0,144,137,13,departed,Main Line,NJ Transit,Thursday,afternoon,1
1.0,63,63,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
1.0,123,123,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
1.0,63,63,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
22.0,115,33,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
11.0,145,27,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
10.0,102,120,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
5.0,103,38,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
9.0,145,136,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
13.0,103,32906,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
16.0,17,48,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
8.0,83,127,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
15.0,128,38417,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
10.0,119,139,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
13.0,64,151,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
12.0,25,121,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
13.0,38187,105,13,estimated,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
23.0,33,75,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
7.0,70,127,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
9.0,119,158,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
24.0,37,106,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
9.0,4,40,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
10.0,136,87,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
17.0,48,143,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
2.0,142,100,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
16.0,38417,78,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
13.0,104,145,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,148,148,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
9.0,127,70,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
12.0,27,77,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
8.0,137,149,13,departed,Main Line,NJ Transit,Thursday,afternoon,1
13.0,121,46,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
2.0,105,38187,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
11.0,120,36,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
24.0,75,66,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
1.0,1,1,13,departed,Atl. City Line,NJ Transit,Thursday,afternoon,0
6.0,38,84,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
1.0,63,63,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
1.0,124,124,13,departed,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
18.0,143,88,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,38081,38081,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
11.0,87,81,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
1.0,129,129,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
17.0,118,100,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
13.0,77,30,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
17.0,78,144,13,estimated,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
14.0,46,43599,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
8.0,127,83,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
3.0,100,118,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
10.0,40,74,13,estimated,No Jersey Coast,NJ Transit,Thursday,afternoon,0
19.0,38105,107,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
3.0,38187,106,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
19.0,88,76,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
2.0,63,38174,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
14.0,145,136,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,63,63,13,departed,Pascack Valley,NJ Transit,Thursday,afternoon,0
2.0,148,32905,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
11.0,139,37169,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
12.0,81,140,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
7.0,84,83,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
2.0,129,138,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
1.0,105,105,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
10.0,158,127,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
10.0,70,41,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
2.0,38081,89,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
12.0,36,21,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
2.0,124,125,13,estimated,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
20.0,76,12,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
9.0,83,84,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
14.0,38187,105,13,estimated,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
14.0,30,92,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
15.0,136,87,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
25.0,66,38174,13,estimated,Main Line,NJ Transit,Thursday,afternoon,0
14.0,32906,125,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
1.0,49,49,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
2.0,105,38187,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
15.0,43599,134,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
3.0,89,95,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
13.0,21,24,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,1
12.0,37169,59,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
3.0,38187,107,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
1.0,74,74,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,0
9.0,149,57,13,departed,Main Line,NJ Transit,Thursday,afternoon,1
11.0,127,70,13,departed,No Jersey Coast,NJ Transit,Thursday,afternoon,1
21.0,12,18,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
16.0,87,81,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
13.0,140,112,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
11.0,41,37953,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
3.0,138,24,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
4.0,95,150,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
2.0,49,117,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
2.0,63,38174,13,departed,Main Line,NJ Transit,Thursday,afternoon,0
4.0,106,154,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
18.0,100,142,13,estimated,Pascack Valley,NJ Transit,Thursday,afternoon,0
2.0,105,38187,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
15.0,92,91,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,1
8.0,83,127,13,cancelled,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
2.0,123,113,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,1
3.0,32905,125,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,1
3.0,38174,134,13,departed,Bergen Co. Line ,NJ Transit,Thursday,afternoon,0
2.0,63,106,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
10.0,84,38,13,departed,Northeast Corrdr,NJ Transit,Thursday,afternoon,0
14.0,112,23,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
17.0,81,140,13,departed,Gladstone Branch,NJ Transit,Thursday,afternoon,0
1.0,125,125,13,departed,Princeton Shuttle,NJ Transit,Thursday,afternoon,0
20.0,107,38187,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
1.0,63,63,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
4.0,24,21,13,departed,Raritan Valley,NJ Transit,Thursday,afternoon,0
1.0,35,35,13,departed,Morristown Line,NJ Transit,Thursday,afternoon,0
5.0,150,153,13,departed,Montclair-Boonton,NJ Transit,Thursday,afternoon,0
