stop_sequence,from_id,to_id,scheduled_time,status,line,type,day,part_of_the_day,delay
8.0,28,43298,17,departed,Atl. City Line,NJ Transit,Monday,evening,1
8.0,37953,107,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
5.0,19,50,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
15.0,129,108,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,78,38417,17,departed,Main Line,NJ Transit,Monday,evening,0
6.0,149,57,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
2.0,107,38105,17,departed,Raritan Valley,NJ Transit,Monday,evening,1
18.0,96,34,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
8.0,83,127,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
1.0,10,10,17,departed,Atl. City Line,NJ Transit,Monday,evening,0
10.0,11,158,17,departed,No Jersey Coast,NJ Transit,Monday,evening,1
12.0,156,62,17,departed,Pascack Valley,NJ Transit,Monday,evening,0
2.0,105,38187,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
14.0,125,32905,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
4.0,126,51,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
5.0,158,139,17,departed,No Jersey Coast,NJ Transit,Monday,evening,1
2.0,129,138,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,38187,107,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
2.0,63,106,17,departed,Gladstone Branch,NJ Transit,Monday,evening,1
8.0,27,145,17,departed,Morristown Line,NJ Transit,Monday,evening,0
5.0,87,136,17,departed,Morristown Line,NJ Transit,Monday,evening,0
10.0,85,130,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
4.0,130,85,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
10.0,122,13,17,estimated,No Jersey Coast,NJ Transit,Monday,evening,0
4.0,107,37953,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
6.0,145,27,17,departed,Morristown Line,NJ Transit,Monday,evening,0
12.0,70,41,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
10.0,86,113,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
4.0,37169,59,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
12.0,30,77,17,departed,Morristown Line,NJ Transit,Monday,evening,0
6.0,38081,72,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
17.0,66,38174,17,departed,Main Line,NJ Transit,Monday,evening,0
17.0,61,112,17,departed,Gladstone Branch,NJ Transit,Monday,evening,1
9.0,17,48,17,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,106,140,17,departed,Morristown Line,NJ Transit,Monday,evening,0
5.0,43599,46,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
5.0,25,121,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
14.0,44,155,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
6.0,83,84,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
3.0,107,125,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
9.0,120,36,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,106,154,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
1.0,63,63,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
2.0,63,106,17,departed,Morristown Line,NJ Transit,Monday,evening,1
1.0,93,93,17,departed,Morristown Line,NJ Transit,Monday,evening,0
1.0,105,105,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
13.0,62,159,17,departed,Pascack Valley,NJ Transit,Monday,evening,0
4.0,38417,128,17,departed,Main Line,NJ Transit,Monday,evening,0
6.0,50,14,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
2.0,63,38174,17,departed,Main Line,NJ Transit,Monday,evening,0
3.0,122,79,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,127,70,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
5.0,37953,109,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,116,58,17,departed,Main Line,NJ Transit,Monday,evening,0
3.0,38105,31,17,departed,Raritan Valley,NJ Transit,Monday,evening,1
18.0,112,23,17,departed,Gladstone Branch,NJ Transit,Monday,evening,1
14.0,34,35,17,estimated,Morristown Line,NJ Transit,Monday,evening,0
3.0,38187,107,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
5.0,51,131,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
10.0,48,143,17,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,38174,144,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
4.0,140,81,17,departed,Morristown Line,NJ Transit,Monday,evening,0
6.0,46,121,17,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
7.0,27,77,17,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,106,105,17,estimated,Montclair-Boonton,NJ Transit,Monday,evening,0
11.0,130,73,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,145,136,17,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,37953,107,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
2.0,35,34,17,departed,Morristown Line,NJ Transit,Monday,evening,0
14.0,159,114,17,departed,Pascack Valley,NJ Transit,Monday,evening,0
11.0,158,119,17,departed,No Jersey Coast,NJ Transit,Monday,evening,1
3.0,38174,160,17,departed,Pascack Valley,NJ Transit,Monday,evening,0
13.0,77,27,17,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,155,120,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
4.0,154,19,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
19.0,23,37,17,departed,Gladstone Branch,NJ Transit,Monday,evening,1
7.0,72,39635,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
7.0,14,152,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
13.0,41,37953,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
1.0,63,63,17,departed,Pascack Valley,NJ Transit,Monday,evening,0
10.0,91,34,17,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,138,24,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
15.0,155,32,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
7.0,84,38,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
19.0,34,35,17,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
16.0,108,157,17,departed,Raritan Valley,NJ Transit,Monday,evening,0
4.0,107,83,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
9.0,107,38187,17,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
6.0,109,41,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
5.0,85,59,17,departed,No Jersey Coast,NJ Transit,Monday,evening,0
5.0,128,3,17,cancelled,Main Line,NJ Transit,Monday,evening,1
15.0,114,90,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
10.0,58,52,18,departed,Main Line,NJ Transit,Monday,evening,0
3.0,106,37,18,departed,Morristown Line,NJ Transit,Monday,evening,1
1.0,139,139,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
6.0,121,43599,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
2.0,93,101,18,departed,Morristown Line,NJ Transit,Monday,evening,0
6.0,131,64,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
4.0,79,141,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
1.0,125,125,18,departed,Princeton Shuttle,NJ Transit,Monday,evening,0
10.0,136,87,18,departed,Morristown Line,NJ Transit,Monday,evening,0
8.0,39635,98,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
7.0,55,39,18,departed,Atl. City Line,NJ Transit,Monday,evening,0
11.0,143,88,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
2.0,63,38174,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
8.0,77,30,18,departed,Morristown Line,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,Morristown Line,NJ Transit,Monday,evening,0
8.0,152,153,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
4.0,31,32,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
5.0,19,50,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
5.0,81,87,18,departed,Morristown Line,NJ Transit,Monday,evening,0
10.0,36,21,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
2.0,10,2,18,departed,Atl. City Line,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
4.0,24,21,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
2.0,105,38187,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
6.0,59,37169,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
6.0,139,37169,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
5.0,59,85,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
10.0,70,41,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
1.0,63,63,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
1.0,148,148,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
15.0,106,38187,18,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,38187,107,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
4.0,160,146,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
12.0,119,139,18,estimated,No Jersey Coast,NJ Transit,Monday,evening,1
1.0,105,105,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
4.0,125,32905,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
7.0,121,25,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
9.0,153,150,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
15.0,32905,148,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
5.0,140,145,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
4.0,37,23,18,departed,Morristown Line,NJ Transit,Monday,evening,0
1.0,107,107,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
6.0,3,151,18,cancelled,Main Line,NJ Transit,Monday,evening,1
20.0,37,106,18,departed,Gladstone Branch,NJ Transit,Monday,evening,1
16.0,90,118,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
4.0,120,36,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
12.0,73,74,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
12.0,88,76,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,38174,66,18,departed,Main Line,NJ Transit,Monday,evening,0
11.0,52,131,18,departed,Main Line,NJ Transit,Monday,evening,0
5.0,32,47,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
5.0,141,15,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
14.0,37953,107,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
16.0,32,31,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
4.0,144,137,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
8.0,38,103,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
3.0,34,91,18,departed,Morristown Line,NJ Transit,Monday,evening,0
7.0,64,151,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
7.0,43599,134,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
2.0,139,119,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
9.0,30,92,18,departed,Morristown Line,NJ Transit,Monday,evening,0
6.0,136,27,18,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,87,81,18,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,21,24,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
5.0,83,84,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
10.0,150,95,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
2.0,125,124,18,estimated,Princeton Shuttle,NJ Transit,Monday,evening,0
4.0,107,38187,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
2.0,105,38187,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
6.0,50,14,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
7.0,41,70,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
14.0,38187,105,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
9.0,98,69,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
1.0,107,107,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
14.0,27,145,18,departed,Morristown Line,NJ Transit,Monday,evening,1
7.0,57,135,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
11.0,41,109,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
17.0,157,68,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
18.0,38174,63,18,estimated,Main Line,NJ Transit,Monday,evening,0
20.0,35,39472,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
7.0,37169,59,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
7.0,151,64,18,cancelled,Main Line,NJ Transit,Monday,evening,1
11.0,34,35,18,estimated,Morristown Line,NJ Transit,Monday,evening,0
13.0,76,12,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,101,67,18,departed,Morristown Line,NJ Transit,Monday,evening,0
5.0,21,36,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
5.0,146,43,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
5.0,23,112,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,1,43298,18,departed,Atl. City Line,NJ Transit,Monday,evening,1
8.0,25,126,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
4.0,66,75,18,departed,Main Line,NJ Transit,Monday,evening,0
4.0,107,125,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
2.0,89,89,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
12.0,131,64,18,departed,Main Line,NJ Transit,Monday,evening,0
2.0,63,106,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
2.0,148,32905,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
6.0,85,130,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
7.0,27,77,18,departed,Morristown Line,NJ Transit,Monday,evening,0
12.0,109,37953,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
17.0,31,38105,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
17.0,118,100,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
8.0,151,3,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
6.0,87,145,18,departed,Morristown Line,NJ Transit,Monday,evening,0
6.0,112,61,18,departed,Morristown Line,NJ Transit,Monday,evening,0
13.0,74,40,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
12.0,81,140,18,departed,Morristown Line,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
11.0,95,89,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
4.0,91,92,18,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,106,136,18,departed,Gladstone Branch,NJ Transit,Monday,evening,1
6.0,47,155,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
6.0,145,104,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
6.0,15,22,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
5.0,36,21,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
8.0,64,131,18,cancelled,Main Line,NJ Transit,Monday,evening,1
6.0,43,5,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
5.0,137,149,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,1
10.0,92,91,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,63,38174,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
7.0,14,152,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
6.0,84,38,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
14.0,12,18,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
2.0,105,81,18,departed,Morristown Line,NJ Transit,Monday,evening,0
10.0,69,147,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
12.0,24,138,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
2.0,107,37953,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
3.0,119,158,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
3.0,89,95,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
13.0,64,151,18,estimated,Main Line,NJ Transit,Monday,evening,0
2.0,63,107,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
15.0,145,136,18,departed,Morristown Line,NJ Transit,Monday,evening,1
8.0,70,127,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
15.0,107,38187,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
21.0,39472,67,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
5.0,75,33,18,departed,Main Line,NJ Transit,Monday,evening,0
6.0,36,120,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,107,139,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
12.0,89,38081,18,estimated,Montclair-Boonton,NJ Transit,Monday,evening,0
9.0,126,51,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
18.0,68,6,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
4.0,107,158,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
4.0,107,127,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
3.0,38187,107,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
4.0,67,39472,18,departed,Morristown Line,NJ Transit,Monday,evening,0
7.0,22,8,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
7.0,61,97,18,departed,Morristown Line,NJ Transit,Monday,evening,0
13.0,140,112,18,departed,Morristown Line,NJ Transit,Monday,evening,0
8.0,134,38174,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
7.0,130,73,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
3.0,2,39,18,departed,Atl. City Line,NJ Transit,Monday,evening,0
14.0,40,4,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
7.0,37169,139,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
7.0,104,99,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
8.0,152,153,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
2.0,63,106,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
1.0,145,145,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,105,38187,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
7.0,155,44,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
4.0,95,150,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
6.0,21,24,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
5.0,92,30,18,departed,Morristown Line,NJ Transit,Monday,evening,0
10.0,38187,105,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
2.0,63,38174,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
7.0,5,110,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
8.0,97,140,18,departed,Morristown Line,NJ Transit,Monday,evening,1
16.0,136,87,18,departed,Morristown Line,NJ Transit,Monday,evening,0
9.0,103,32906,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
8.0,59,85,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,3,128,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
18.0,100,142,18,estimated,Pascack Valley,NJ Transit,Monday,evening,0
8.0,77,30,18,departed,Morristown Line,NJ Transit,Monday,evening,0
9.0,131,52,18,cancelled,Main Line,NJ Transit,Monday,evening,1
3.0,81,87,18,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,43298,28,18,departed,Atl. City Line,NJ Transit,Monday,evening,1
11.0,113,123,18,estimated,Bergen Co. Line ,NJ Transit,Monday,evening,0
8.0,39,2,18,departed,Atl. City Line,NJ Transit,Monday,evening,0
10.0,51,131,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
2.0,105,23,18,departed,Morristown Line,NJ Transit,Monday,evening,0
4.0,136,145,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
7.0,38,103,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
13.0,138,129,18,estimated,Raritan Valley,NJ Transit,Monday,evening,0
6.0,33,115,18,departed,Main Line,NJ Transit,Monday,evening,0
7.0,145,27,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,107,38105,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
7.0,120,102,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,38174,118,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
5.0,125,32905,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
5.0,150,153,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
3.0,32905,125,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
13.0,37953,107,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
15.0,18,45,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,Main Line,NJ Transit,Monday,evening,0
5.0,32905,148,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
16.0,38187,105,18,estimated,Morristown Line,NJ Transit,Monday,evening,0
8.0,8,4,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,153,150,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
14.0,112,23,18,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,147,20,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
10.0,128,38417,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
8.0,44,102,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
10.0,52,58,18,cancelled,Main Line,NJ Transit,Monday,evening,1
3.0,38187,107,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
3.0,106,14,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
9.0,140,81,18,departed,Morristown Line,NJ Transit,Monday,evening,1
6.0,30,77,18,departed,Morristown Line,NJ Transit,Monday,evening,0
9.0,43298,1,18,estimated,Atl. City Line,NJ Transit,Monday,evening,0
11.0,91,94,18,departed,Morristown Line,NJ Transit,Monday,evening,0
1.0,124,124,18,departed,Princeton Shuttle,NJ Transit,Monday,evening,0
15.0,4,8,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
8.0,139,119,18,departed,No Jersey Coast,NJ Transit,Monday,evening,1
1.0,105,105,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
4.0,87,136,18,departed,Morristown Line,NJ Transit,Monday,evening,0
10.0,150,95,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
11.0,131,64,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
4.0,125,37953,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,1
8.0,135,26,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
8.0,99,17,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
5.0,127,83,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
9.0,30,92,18,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,38174,126,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
5.0,38187,105,18,estimated,Northeast Corrdr,NJ Transit,Monday,evening,0
2.0,63,106,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,105,107,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
22.0,67,101,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
8.0,103,32906,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
12.0,94,34,18,departed,Morristown Line,NJ Transit,Monday,evening,0
9.0,127,11,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
8.0,110,132,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
8.0,27,77,18,departed,Morristown Line,NJ Transit,Monday,evening,0
3.0,38174,160,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
3.0,106,154,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
4.0,158,127,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
6.0,153,152,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Morristown Line,NJ Transit,Monday,evening,0
7.0,115,29,18,departed,Main Line,NJ Transit,Monday,evening,0
8.0,102,44,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
7.0,24,138,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,38105,31,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
1.0,63,63,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
16.0,8,22,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,4,40,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
9.0,85,130,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
5.0,145,104,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,37953,127,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
18.0,38105,107,18,estimated,Raritan Valley,NJ Transit,Monday,evening,0
9.0,102,120,18,departed,Raritan Valley,NJ Transit,Monday,evening,1
16.0,45,117,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
11.0,38417,78,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
12.0,64,151,18,estimated,Bergen Co. Line ,NJ Transit,Monday,evening,0
19.0,6,60,18,estimated,Raritan Valley,NJ Transit,Monday,evening,0
6.0,149,57,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
5.0,39472,35,18,departed,Morristown Line,NJ Transit,Monday,evening,0
2.0,63,106,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
12.0,20,96,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,Main Line,NJ Transit,Monday,evening,0
4.0,14,152,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,0
21.0,106,63,18,estimated,Gladstone Branch,NJ Transit,Monday,evening,0
4.0,118,100,18,departed,Pascack Valley,NJ Transit,Monday,evening,0
5.0,158,139,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
1.0,105,105,18,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,95,89,18,departed,Montclair-Boonton,NJ Transit,Monday,evening,1
9.0,17,48,18,departed,Gladstone Branch,NJ Transit,Monday,evening,0
3.0,23,140,18,departed,Morristown Line,NJ Transit,Monday,evening,0
7.0,77,27,18,departed,Morristown Line,NJ Transit,Monday,evening,0
11.0,58,116,18,cancelled,Main Line,NJ Transit,Monday,evening,0
2.0,105,38187,18,departed,Northeast Corrdr,NJ Transit,Monday,evening,0
15.0,23,106,18,departed,Morristown Line,NJ Transit,Monday,evening,0
8.0,138,129,18,departed,Raritan Valley,NJ Transit,Monday,evening,0
3.0,38174,134,18,departed,Bergen Co. Line ,NJ Transit,Monday,evening,0
1.0,63,63,18,departed,No Jersey Coast,NJ Transit,Monday,evening,0
